,0,1,2,3,4,5,6,7,8,9,10,11
2022-01-04,-5.962966668255746,-6.098054171962746,-6.018344038857376,-0.04491051811664315,-7.686887295363326,-5.9847808357522,-5.968381467268216,0.0,0.0,0.0,0.0,
2022-01-05,-5.154481747528541,-5.1053020583521045,-5.2499721830804855,-2.7333129610384477,-2.4705422018811705,-5.932190072795384,-5.6345350701167,-5.96877612676961,0.0,0.0,0.0,0.0
2022-01-06,-6.115147353210236,-5.444910806568945,-5.982966352947845,-2.736135720482673,-2.534820994142339,-5.714647356377778,-5.015677294969515,-6.278743818032181,0.0,0.0,0.0,0.0
2022-01-07,-5.413263754173588,-5.573218985862464,-5.782534531921698,-2.649910078390741,-2.6906037927465087,-4.563698139004154,-6.189867928608133,-5.890670515206389,0.0,0.0,0.0,0.0
2022-01-10,-5.971263300808271,-0.12077877345603477,-10.311211493187189,-0.635622487740094,-4.129132256254747,-5.051916439517526,-5.962875040037342,0.0,0.0,0.0,0.0,
2022-01-11,-6.03436497048075,-5.35782033221594,-6.606765363708899,-3.0721190283940993,-1.5655728372431421,-6.873476586954951,-5.0613663020700566,-5.143322368099178,0.0,0.0,0.0,0.0
2022-01-12,-6.033214732692883,-5.655897387767035,-6.262630298865592,-0.2556396053176416,-6.55567730020117,-7.343189341834836,-5.968664388644652,0.0,0.0,0.0,0.0,
2022-01-13,-6.081587257305444,-5.361462747031052,-6.43930868792328,-2.471415052201467,-2.4204592404542753,-4.374457608255252,-7.691423896149593,-5.268387680472324,0.0,0.0,0.0,0.0
2022-01-14,-5.974854454074411,-2.442633334177249,-11.896582105350449,-0.892545356532826,-2.9863705595070993,-6.379901971819014,-5.815063092187295,0.0,0.0,0.0,0.0,
2022-01-18,-5.973847615689154,7.102504836178104,-18.97979077647517,0.6031933332363772,-4.93397373643095,-6.028590320160626,-6.002582546738823,0.0,0.0,0.0,0.0,
2022-01-19,-5.692563972290824,-6.466836224732655,-4.352760897877833,-0.8733000027044381,-6.539311453136845,-6.731194780285101,-5.968128082442446,0.0,0.0,0.0,0.0,
2022-01-20,-5.802516896375281,-6.114675386456815,-4.492955682532191,-0.7513598134667467,-6.092255184581287,-8.417613402503966,-5.970207113167747,0.0,0.0,0.0,0.0,
2022-01-21,-6.102282127236543,-4.790624746659372,-6.726905686319595,-2.232783813842039,-2.6808061031433414,-4.582894404067484,-6.392344934296397,-5.033263477471539,0.0,0.0,0.0,0.0
2022-01-24,-5.969002884028313,-2.858933366546389,-11.075997333142965,-0.9677321661996827,-2.9242798734401476,-4.7024134533245086,-5.942736944772831,0.0,0.0,0.0,0.0,
2022-01-25,-5.975918607643769,1.889215626391736,-13.762297527613324,-0.7107791092575381,-2.8324534977874065,-5.786448835421106,-5.4499208350276955,0.0,0.0,0.0,0.0,
2022-01-26,-4.7992608859027115,-5.773937203251032,-2.4645146389923713,-1.063628081808927,-10.597844914367178,0.9499155425015612,-5.973784279186636,0.0,0.0,0.0,0.0,
2022-01-27,-5.905827930157049,-3.4434935666116306,-5.2021770080806276,0.10357168057366932,-10.611512137760824,-1.5036346902463014,-5.970944355644445,0.0,0.0,0.0,0.0,
2022-01-28,-5.346105140651213,-6.378398234695619,-5.477692406292337,-2.0219939424650617,-2.8267359650516215,-4.887897312547426,-6.4764335771580495,-5.997921425963193,0.0,0.0,0.0,0.0
2022-01-31,-5.176304251380993,-7.95527494995714,-4.326596600927287,-1.5786630108302773,-5.6693124254879965,-5.465556301098816,-6.109351695435181,0.0,0.0,0.0,0.0,
2022-02-01,-6.022273578035995,-5.571881703285382,-6.080667261326307,-3.14437010891283,-2.3885091528734494,-3.5976629543805836,-6.730212733417387,-4.850755894835105,0.0,0.0,0.0,0.0
2022-02-02,-5.5197933484061465,-5.106445988381021,-4.18892469114942,-0.4998926900202552,-7.699779293102532,-6.404802582299883,-5.973969522266766,0.0,0.0,0.0,0.0,
2022-02-03,-5.972861567032487,5.193552849502839,-20.577128908968213,0.4456153529095549,-4.695483213718237,-5.3686457462168615,-5.93867482031604,0.0,0.0,0.0,0.0,
2022-02-04,-5.9066686730292375,-6.393081314313666,-7.04508206002227,-0.6583034045461986,-5.374819595465597,-6.148908250386581,-5.977483377734075,0.0,0.0,0.0,0.0,
2022-02-07,-5.939424800367262,-5.747065973042039,-5.227552814640825,-3.419455654521947,-1.827074464000124,-5.933403892483819,-5.634184021580714,-5.725568426009388,0.0,0.0,0.0,0.0
2022-02-08,-5.9555322198468685,-5.195183180702824,-4.742604708408537,-2.597159979829903,-2.763450158153192,-6.081561408081186,-4.665246159933602,-5.857587399720192,0.0,0.0,0.0,0.0
2022-02-09,-5.243931187808628,-4.710137663654697,-3.3447098825337416,0.9976880916350328,-21.527117593412562,48.69108762526391,-5.973802855656846,0.0,0.0,0.0,0.0,
2022-02-10,-5.988480000119385,-2.2463628982567276,-12.759338493962423,-1.6838554507538392,-1.2177615501795598,-6.986424581888873,-5.280249604559215,0.0,0.0,0.0,0.0,
2022-02-11,-6.008649814639164,-6.074852143942736,-5.295710940108243,-2.27769017289734,-2.8436492861527554,-5.60394288730643,-6.0664423666315965,-5.86146031096677,0.0,0.0,0.0,0.0
2022-02-14,-5.875278789330459,-5.260369002687574,-6.7008925322399495,-1.8271858334140216,-2.6556775861399693,-5.61959798048178,-6.10223019230801,-5.844201703965473,0.0,0.0,0.0,0.0
2022-02-15,-4.368325568894814,-5.327945605016556,-1.9698667745964267,-0.6798559663470541,-11.619828070265829,-4.61476079549005,-5.973907126219007,0.0,0.0,0.0,0.0,
2022-02-16,-6.071735689729413,-4.253864596032855,-9.479978233446387,0.08343674665377264,-6.785334221039906,-6.037913727770027,-5.960596193374519,0.0,0.0,0.0,0.0,
2022-02-17,-5.976116948473934,-2.5567596300069164,-11.519242274857872,-0.3382607684558147,-4.393728114284165,-6.0434332601876575,-5.894774322348979,0.0,0.0,0.0,0.0,
2022-02-18,-6.017627369312671,-5.771424202547022,-6.06850756197525,-2.3901383242761316,-2.433035990286554,-5.529549918665825,-6.027789392016676,-5.983664079801904,0.0,0.0,0.0,0.0
2022-02-22,-5.978894999858593,-4.314254952930961,-7.0639592359279995,-2.225657626272543,-2.1761825944575732,-6.121114510853514,-5.0471159463788915,-5.94099535818091,0.0,0.0,0.0,0.0
2022-02-23,-5.996162791959506,-6.445093563518281,-2.919293978972621,-1.1754026004480504,-6.655829114063679,-9.645052844074154,-5.971835249268952,0.0,0.0,0.0,0.0,
2022-02-24,-5.970915001721523,8.211605170727283,-21.67404059801701,0.6449564311396632,-4.307904433267593,-5.132933648752335,-5.925033042929804,0.0,0.0,0.0,0.0,
2022-02-25,-5.93263262354531,-6.440479617226451,-4.605611100822793,-2.764947640181412,-2.6614099136545746,-4.684698162092553,-6.199730748612429,-6.009795901302867,0.0,0.0,0.0,0.0
2022-02-28,-5.969800440024987,-3.6436202393171326,-10.125459860371713,-0.7205257729302118,-3.5386563479679065,-5.482216040887934,-5.828574592131091,0.0,0.0,0.0,0.0,
2022-03-01,-5.819476103899378,-6.097128680450669,-4.211902424347043,-2.671586870098839,-2.7070943139231027,-6.099481287580373,-5.955215380965194,-5.1015845708930785,0.0,0.0,0.0,0.0
2022-03-02,-5.192317364925221,-6.125706218576988,-3.0035723350061896,-1.2238251720771158,-9.799187752412806,-3.1639922271325007,-6.011317539073127,0.0,0.0,0.0,0.0,
2022-03-03,-5.894161843792884,-7.10438927371072,-2.972498494075759,-1.1196839547584423,-8.943608206464244,-3.2538084797370868,-5.9780066130154905,0.0,0.0,0.0,0.0,
2022-03-04,-5.978708834481859,-2.0196140726882104,-10.32724550101398,-0.6278376166707298,-4.307029100488979,-4.083275587524921,-5.628350956444812,0.0,0.0,0.0,0.0,
2022-03-07,-6.074599064568511,-5.220616723077929,-5.277826127558175,-2.9158164193356306,-3.060774983193381,-3.633589694196744,-5.30071230117747,-5.465795120115007,0.0,0.0,0.0,0.0
2022-03-08,-5.664486537326925,-6.366589439400356,-3.8547191665121963,-2.6263838356151465,-2.9053194924846104,-6.457377000195163,-5.477357041568862,-5.608122320282272,0.0,0.0,0.0,0.0
2022-03-09,-5.289567004388068,-5.483499291260352,-4.508170234976937,1.300654596026119,-18.463399642274346,14.292453069267307,-5.9712480501092875,0.0,0.0,0.0,0.0,
2022-03-10,-5.971392945028885,1.428864199652359,-16.44060162791888,-0.10567006832378978,-3.555101965633349,-5.46251170796652,-4.64926490010771,0.0,0.0,0.0,0.0,
